Actual (mm),Predicted (mm)
504.90000000000003,557.1898
540.9,592.1536
417.2,459.43237
196.39999999999998,203.91681
-44.4,-85.2362
-228.8,-306.39175
-311.59999999999997,-360.17514
-210.19999999999996,-248.49208
40.0,49.846596
402.4,422.66257
777.8000000000001,728.6673
1085.2,970.1421
1237.2,1125.7784
1187.4,1163.5735
939.9000000000001,956.0515
533.2,551.17993
56.0,103.70336
-426.9,-360.74384
-760.1,-817.41327
-952.5,-1031.003
-943.9,-1023.7321
-755.1,-754.446
-482.70000000000005,-385.71643
-146.1,-52.363758
126.3,206.2504
313.40000000000003,345.5152
356.0999999999999,342.04443
291.5999999999999,250.7419
137.2,129.24138
-21.099999999999998,-20.118128
-116.2,-131.66463
-132.39999999999998,-122.53685
1.8999999999999995,12.73358
244.0,302.3098
557.3000000000001,630.1384
877.1000000000001,893.1084
1099.2000000000003,1086.3589
1178.6000000000001,1178.7378
1078.8999999999999,1135.3456
826.3999999999999,874.45795
437.00000000000006,449.70856
8.1,33.943848
-392.7,-417.14786
-713.1999999999998,-797.67505
-870.9,-956.0957
-863.3,-933.7263
-714.4999999999999,-714.60406
-493.59999999999997,-424.97006
-230.2,-156.00266
5.5999999999999,59.206604
165.8,183.32162
248.5,190.86958
238.0,149.41704
168.6,109.01955
96.8,62.671787
42.7,37.788883
79.2,63.631763
194.6,222.64453
402.5999999999999,482.878
641.8999999999999,754.2856
858.0,973.60095
1006.0,1112.5935
1053.9,1156.836
954.8,1054.0643
729.1000000000001,786.0869
422.59999999999997,392.42493
47.4,36.630318
-301.5,-330.77014
-567.1,-602.64813
-739.1999999999999,-806.3754
-779.9999999999999,-820.4007
-701.5,-696.93744
-535.1,-503.80164
-326.79999999999995,-287.6166
-118.2,-80.71197
61.6,64.64463
183.0999999999999,125.74326
240.39999999999998,141.06653
245.6999999999999,160.86378
219.1,186.54526
189.29999999999998,185.21478
211.79999999999998,201.4004
308.7,306.7203
432.1,482.1709
594.6,665.51105
745.5,854.09314
851.9,960.7323
902.8000000000001,987.25464
849.7,937.752
709.2,729.05133
454.2999999999999,418.84705
161.99999999999986,130.50052
-149.60000000000002,-138.60165
-412.8,-434.42578
-612.3000000000001,-657.9848
-695.4000000000001,-720.4632
-673.8000000000001,-667.6848
-565.4,-547.1596
-390.2,-373.93198
-150.4,-182.54163
53.800000000000004,9.128027
226.89999999999998,152.6113
346.1999999999999,243.49081
373.7,327.27982
368.4,368.2668
321.29999999999995,333.9866
298.70000000000005,300.40146
309.5,327.81393
370.5,390.04544
469.19999999999993,478.55386
587.8,612.4986
701.4,776.9666
786.8000000000001,862.68555
806.1999999999999,838.9239
713.5,677.08234
540.8000000000001,455.90042
284.9,245.8713
-16.5999999999999,-17.238522
-302.0,-327.1646
-531.5999999999999,-565.15326
-661.1,-659.0671
-686.9,-653.57367
-590.0999999999999,-575.4563
-393.7,-406.8736
-121.09999999999998,-189.47554
137.9999999999999,53.436554
355.7,268.1484
509.90000000000003,408.2539
566.4,507.66742
534.4,523.65753
464.6,442.43802
371.09999999999997,358.0589
290.2,308.27023
257.1,270.82166
302.8,272.5357
430.0,328.90137
566.6999999999999,443.3951
711.5,581.3885
782.0,688.1038
764.0,649.72253
616.5,531.06055
377.9,343.57452
64.69999999999999,49.474483
-250.40000000000003,-275.49197
-512.6999999999999,-490.393
-664.9000000000001,-606.1027
-706.3,-650.16864
-591.0,-571.0257
-348.9,-356.07617
-59.6,-62.020866
219.29999999999998,230.99036
436.80000000000007,419.7517
579.0999999999999,525.59
582.7,587.25006
489.5,527.1584
343.8,369.04047
177.6,209.6851
59.199999999999896,79.98793
12.999999999999998,7.2874765
68.6,55.440746
221.3999999999999,200.58148
414.9,365.92056
597.4999999999999,472.4005
729.6,516.9962
727.1000000000001,576.65515
586.7,515.38416
345.8,328.07785
15.600000000000003,34.760185
