Actual (mm),Predicted (mm)
159.80000000000004,153.43356
177.19999999999987,175.77888
190.6,194.97786
199.4,200.62276
209.2999999999999,195.51538
191.99999999999997,196.02353
119.3,172.4904
83.8,91.24334
38.199999999999996,23.67426
-3.7999999999999976,-32.247673
-37.199999999999996,-59.152527
-81.69999999999997,-79.641785
-114.9,-111.231606
-132.6,-128.4551
-143.50000000000003,-133.21655
-136.79999999999993,-132.632
-131.29999999999998,-119.411575
-140.10000000000002,-106.98992
-102.59999999999998,-107.379745
-63.900000000000006,-74.72881
8.399999999999991,-33.19954
61.800000000000004,37.389168
109.60000000000001,98.76335
134.0,148.96027
173.5,175.7198
203.9,202.51416
208.30000000000004,230.70996
197.50000000000003,229.30937
211.3999999999999,199.21754
211.0999999999999,189.11064
186.29999999999998,179.82507
157.4,150.87695
100.0,109.33278
38.300000000000004,43.912323
-14.399999999999995,-28.247145
-68.0,-67.448746
-90.1,-108.92482
-151.10000000000002,-129.36148
-165.39999999999998,-163.95233
-160.50000000000003,-169.31186
-158.8999999999999,-153.81342
-130.0,-138.25128
-90.1,-103.1275
-44.7,-53.504517
15.599999999999998,-2.4347198
61.0,58.44042
105.6999999999999,107.26477
149.7,147.97745
197.7,187.6633
243.69999999999987,230.18974
264.79999999999995,272.7526
262.6,286.33478
275.9,277.66742
266.1,263.31686
265.90000000000003,239.92876
227.1,222.76741
160.70000000000002,175.80682
96.80000000000001,100.67846
40.0,26.395575
-13.000000000000002,-33.67077
-64.2,-68.20579
-86.4,-103.65182
-124.49999999999999,-123.19753
-141.5,-140.36562
-143.2,-135.20934
-116.9999999999999,-120.79589
-88.19999999999997,-85.81996
-35.3,-47.696373
18.7,4.4434123
69.3,63.57958
110.39999999999999,117.24799
183.0999999999999,156.68268
222.6,212.67142
272.7,265.67322
315.2,307.5807
336.0,343.053
340.9,351.83112
348.5999999999999,340.355
329.0,331.9137
310.59999999999997,292.43903
256.2,252.17345
188.70000000000002,189.78752
120.7999999999999,114.69201
57.199999999999896,45.335155
-18.59999999999999,-12.753744
-88.60000000000001,-66.097885
-126.00000000000001,-116.87061
-155.70000000000002,-156.17719
-205.6,-178.8414
-202.7,-194.30525
-179.60000000000002,-178.45413
-145.60000000000002,-142.16037
-88.69999999999999,-95.85571
-36.400000000000006,-35.342125
19.8,24.8688
63.5,83.667336
104.29999999999991,127.25994
162.89999999999998,161.23091
222.89999999999998,205.82024
266.2,267.2048
270.7,308.44885
293.1,309.39163
304.5,307.1369
304.19999999999993,294.36096
269.8,278.01913
219.20000000000002,228.34338
136.3,157.82341
54.89999999999999,61.548107
3.499999999999905,-29.49853
-75.99999999999999,-76.13062
-122.30000000000003,-126.233505
-153.5,-170.00426
-187.0,-192.88535
-190.70000000000002,-195.72623
-181.89999999999998,-179.59274
-159.89999999999998,-153.74005
-128.70000000000002,-119.93022
-81.19999999999996,-79.445526
-34.599999999999994,-27.16235
26.499999999999993,21.000101
55.5,80.57681
109.60000000000001,112.09522
161.89999999999998,154.67465
211.79999999999995,201.16827
234.3,250.34282
257.5,274.8434
272.8,279.11932
269.0,279.42276
251.8,257.5526
221.4999999999999,223.31978
171.4,173.8104
93.69999999999989,107.997475
16.5999999999999,21.412344
-34.900000000000006,-63.371677
-106.69999999999993,-100.01887
-151.79999999999995,-154.82365
-177.2999999999999,-193.43694
-202.99999999999991,-203.10219
-209.79999999999998,-203.58667
-194.1,-195.06126
-139.4,-169.88548
-96.70000000000002,-104.48462
-66.3,-44.986607
-2.600000000000004,-6.982871
56.0,50.28304
107.89999999999999,107.92035
159.89999999999998,156.95956
209.79999999999998,205.63947
267.0,252.63759
310.00000000000006,301.7464
329.40000000000003,329.54907
353.8,342.89606
353.5,344.2966
337.09999999999997,331.76254
311.09999999999997,297.0576
252.69999999999996,247.96114
169.9,177.87445
99.7,85.82475
33.70000000000001,12.377469
-13.200000000000001,-46.606792
-49.699999999999996,-70.794426
-76.30000000000001,-91.72692
-91.20000000000002,-106.11564
-78.7,-107.070625
-56.7999999999999,-72.223976
-28.999999999999904,-27.499395
15.699999999999998,14.700148
52.400000000000006,61.227135
114.7,98.59655
158.29999999999998,144.674
210.5,193.1432
268.6,252.76985
312.2,312.2029
365.3,352.57385
396.7,381.8962
414.0,410.2212
431.49999999999983,422.65707
444.20000000000005,424.01028
415.2999999999999,422.69797
350.8,383.6946
304.09999999999997,296.7264
252.3,221.9206
186.9,169.98006
122.89999999999998,114.40493
82.0,60.763912
54.60000000000001,29.536615
34.199999999999996,17.20446
34.4999999999999,18.194704
25.5,37.582085
34.6999999999999,48.24834
80.5,64.14702
130.6999999999999,114.532234
169.9,168.55136
217.0,212.99796
256.6,256.5197
286.4,289.12827
329.40000000000003,315.66858
371.3,353.37387
417.1999999999999,394.6773
440.8999999999999,438.05258
465.5,457.6668
487.0,471.65393
482.70000000000005,482.08014
419.09999999999997,470.08267
368.0,393.5422
365.0,310.2183
311.3,287.5208
236.5,244.85036
181.09999999999988,181.88184
167.3,130.91507
154.5,121.79493
138.9,126.399086
135.2,130.51715
146.7,141.3195
164.5,163.2653
193.1999999999999,188.59888
